"","mono6_n2_asp_atra","mono6_n2_asp","mono6_n2_asp_vitd","mono6_n2_atra","mono6_n2_can_atra","mono6_n2_can","mono6_n2_can_vitd","mono6_n2_ctr","mono6_n2_eco_atra","mono6_n2_eco","mono6_n2_eco_vitd","mono6_n2_vitd","mono6_n3_asp_atra","mono6_n3_asp","mono6_n3_asp_vitd","mono6_n3_atra","mono6_n3_can_atra","mono6_n3_can","mono6_n3_can_vitd","mono6_n3_ctr","mono6_n3_eco_atra","mono6_n3_eco","mono6_n3_eco_vitd","mono6_n3_vitd","mono6_n5_asp_atra","mono6_n5_asp","mono6_n5_asp_vitd","mono6_n5_atra","mono6_n5_can_atra","mono6_n5_can","mono6_n5_can_vitd","mono6_n5_ctr","mono6_n5_eco_atra","mono6_n5_eco","mono6_n5_eco_vitd","mono6_n5_vitd","mono6_n6_asp_atra","mono6_n6_asp","mono6_n6_asp_vitd","mono6_n6_atra","mono6_n6_can_atra","mono6_n6_can","mono6_n6_can_vitd","mono6_n6_ctr","mono6_n6_eco_atra","mono6_n6_eco","mono6_n6_eco_vitd","mono6_n6_vitd"
"ENSG00000090339",10021.4214770902,9091.13359009243,10987.1910804157,3399.82925314059,33798.313661569,24683.590732856,26619.9934904181,2636.54225343824,33231.0508227142,38568.3375681023,33363.987092054,2971.59995359591,12733.6042503179,11132.3397808541,10826.3336298159,3029.79870939811,17370.9499529137,17345.7495625034,18827.373031451,2987.81589680326,32168.9285103165,26471.6476529016,27454.8612048873,2027.40158524518,12599.4971985708,6392.9140009302,8984.99062930886,1821.42511954193,33195.7824385688,19462.2791937821,23366.5912848476,1171.42656541567,28803.2235810211,27407.9927502889,25999.3943640412,1383.28479123226,11490.201228702,8667.39851810824,9509.30756729521,3170.08056327447,23738.4342671683,16042.2240212512,17270.5269790232,2692.39731586179,23803.524987857,22431.1029158159,22907.9445104151,3502.54505839554
"ENSG00000100292",14026.8860592091,15695.6145622257,20140.2936641221,2959.88655929229,7880.16336926251,7455.48214988186,8142.86533638054,3851.78625831163,9576.63115895538,3031.40953258821,10037.3647533771,2533.38916933432,6510.37384852924,8520.65969864637,9015.76104196456,3800.20450836684,9253.97316021994,9232.3164749313,14176.21887981,6698.08716426536,12148.4527792971,4938.97351230274,9133.0145049058,4821.57263153345,29614.6112889165,38467.779242526,67709.074138335,2860.45113275141,8217.61167407817,8659.15428331945,11154.6811495436,4618.89486059334,8561.18756435259,2114.0711510957,6944.39814663308,3731.76479093304,8626.12252205493,15307.9747551529,14494.6671979159,1550.6609683094,6181.78706696268,7361.18662589466,8379.53694147899,3379.56062221432,1953.58620379133,746.307277457125,1782.10881398848,3006.74706492598
"ENSG00000160213",16423.4394562598,27442.9290782332,19568.0769694032,690.739957416239,6442.35281742567,13723.4834482912,7908.60227681242,1203.0031587135,5310.82844557002,15844.3092265682,10604.0708337737,635.92022339074,22763.0507451942,39248.7215234828,28651.145143118,1022.56673316934,8296.66559192133,17772.2092142428,9918.89808736929,2232.92099593712,7463.76322030805,17950.355377878,10490.0045725911,1254.05605678318,23865.1855557756,40123.0497450716,35182.8310496438,642.193186477669,6956.64725462465,12035.5471767128,8976.1486940373,1359.38930709073,6662.39493477209,9940.18812008505,6548.54483208559,714.923486071653,18752.0572016607,36213.6794284631,27810.0929062657,884.112789012936,7406.05675432806,15023.5379384068,9705.16807425338,2212.90769429062,8048.47784783278,12026.5894686139,9743.33423933892,1006.27989963768
"ENSG00000099860",2563.39386559885,2102.72086170593,2740.4923519803,155.625986939534,25450.8994233188,20190.1394709169,23719.8761200684,586.880568665773,15951.6718556608,29939.386824783,41352.8760430564,675.462111216569,4073.67992665597,3030.57475987773,6103.79213164397,259.122432384061,24609.6202873141,15890.5897472493,18242.8601725475,389.950186033812,24931.7070400811,27335.6554242943,33938.3960163965,1018.63284318676,2635.03277618385,2391.97532946697,2796.16214498842,133.320807719048,20373.8624405757,16870.861563667,19950.0482637647,201.325021888928,11196.3289537333,12803.5814107324,20604.479191494,642.65510111597,2794.27271829293,2678.60123036821,3112.23948679978,158.042216492156,6834.21433073588,5593.05846575329,8342.21468852288,304.938575122014,4475.78120120361,6779.59238526741,9100.09705626026,501.844310463085
"ENSG00000136286",3743.5638466074,3382.73081715497,3512.11789485885,5315.22601547331,20658.1975838626,18357.7720147121,18838.9014865352,6639.29894772183,31199.8380164605,28840.1234969142,37212.5880909826,5853.82440731152,3898.35246384864,3984.62876044855,3052.95612003033,3619.20555559707,18459.9260378877,14464.4719871316,14700.1419911443,6335.16992007098,41193.0434637453,26878.0188912556,33890.020684916,4930.07774394521,2858.78246781364,2812.94951627918,3057.37640002777,4933.49580488985,17562.3617176038,16562.2008519395,16971.728945654,7166.6362880373,27705.2480021124,26608.3063357838,31586.5811465115,6256.79305992152,2930.49605478987,2860.25833107764,3012.2082493336,4219.41930589284,8909.27396539695,8048.17519675021,9525.46833779804,5941.04465323924,18910.2684850188,17681.009402409,19656.0231959618,7017.18275077814
"ENSG00000168394",1813.25842561533,2408.29919831564,1883.74366443282,3352.5428955705,24797.3491724838,38555.3239753385,34586.4201933265,4583.51683986942,12476.3537230467,27795.9121289225,27845.269938545,2181.30386677556,2376.76055448505,3231.47322773987,2251.55513852237,2195.19242718198,15801.7710424177,21290.883473397,21363.2321723649,2694.50847784542,10567.5063416243,14774.4078535112,17128.5885234611,1545.37584344021,2036.91871376894,2607.51411311482,2065.54197492312,2675.17902437189,28558.0176021523,31634.3920810793,27922.7447711009,2240.40898252502,6092.25348737551,10183.4107162018,12737.6799881058,1686.42398987187,1450.33801046492,2176.52118812965,1743.5022023154,2333.17518957738,19847.1163115044,18780.4633147825,19941.1415238825,2314.37863394329,5925.17616533541,7421.18818246907,9159.13815035927,1590.18136929869
"ENSG00000173193",1637.36459830885,2607.74426649913,1585.02448082611,5706.08666728683,25327.7014450005,29005.0722335332,31766.3674129558,9041.90503010442,15498.8700084229,26559.9068361976,29948.7495663699,3016.55853838418,1673.66164751281,2443.26732404247,2227.17389173046,2021.15497259567,20210.3427889839,22892.7820935507,24335.6939060573,1954.48169499096,12390.743421086,19138.2097669128,20873.335337302,623.411191311199,1317.87844260912,1404.36988720553,906.842324211247,2717.74153575637,27671.9968572847,26916.7684691003,30454.8310757413,1384.33223015661,7513.57783768749,18206.0711972047,22767.2206338312,832.784006502733,1575.71769828549,2152.13204034921,1522.30636735499,3234.22107321447,20908.6666100427,19624.279579591,21255.7142113366,2747.07595691815,12651.8553578446,16095.1064378126,20140.7816527748,925.086500010264
"ENSG00000123384",6102.61047165902,4008.1335666732,5965.71372221424,34962.5750889427,1852.47691788383,1261.6057485682,1730.28475010125,9732.83279112925,1637.24961713141,376.484370772525,730.050774157949,19796.9440583345,9595.60047721533,4465.07530912311,4882.60968363184,28585.4585408518,2266.24752818911,904.889296880684,2655.25658465329,11507.9233410464,2737.88425221493,330.098482847576,1446.29837195711,24743.7688770744,9749.40403916992,5559.38511104203,8763.54332055908,43290.4555130166,3072.23078591467,1727.61175341006,3218.59863305633,16832.0189760677,3800.6072102956,240.765802216593,1426.32860956,35251.4511314028,6653.25619099727,4860.16844907312,5970.1742079285,25295.9908721763,3136.60993319941,1598.8097649002,2822.66816801387,8899.47458808679,1627.78203664034,287.480609428638,798.608483339213,29359.1878014462
"ENSG00000162654",282.594126959308,131.06390194915,152.906389497894,6626.674236183,37857.8372885942,41984.3417149839,41629.1387562921,1643.67362046949,11006.6663714186,19103.0300773587,18594.6265673655,433.335756995393,106.448816704449,47.8736774479981,77.3839572091021,1704.79355514767,9199.75671217714,9667.9473019769,9940.28270415844,111.510885087659,3024.99866273482,2156.89349587905,2583.73885830759,40.1140112552565,142.649479776922,73.2495085053243,60.8200355017002,3822.48907389778,25535.3947485675,14962.2724864743,14710.8150107377,105.116604349087,2908.12430854053,3255.25191772434,4116.87447129388,80.0287484408567,300.911250769358,141.288856107334,165.54465355318,4228.14241524468,19537.1746185005,8411.79338980911,10621.6367301756,304.412818958011,6316.63668556247,3333.63276231486,4630.06474776431,135.610252569198
"ENSG00000181634",6628.99861661297,7459.95785387746,7185.81212913559,34.1180048290516,42823.31678057,34442.8746844711,26753.4344737164,49.6434316484373,4535.69307995937,3038.51301128203,1708.45215413675,29.250163597189,2690.7398373696,3730.72729255471,4206.29509870845,159.340958421243,21505.3413765205,14317.733182232,14774.9881499064,54.7417072248506,6888.32294605934,4321.28923000463,3414.80224528123,18.4129887729046,1490.94050183087,1524.76850463382,1391.84312013506,30.6700449682318,29852.4385341074,23851.2568680944,20479.806943859,8.01736812832016,3343.28527192449,2977.63420700521,1472.82566555446,8.24538620299736,4134.14105786731,3996.45621560745,3619.44012747335,20.5249631807994,29639.7241019624,19772.7801393516,19091.0235398823,26.2878082001736,5748.02789194153,4058.9977437209,2319.69351288997,4.31879785252224
"ENSG00000115414",1441.4240480373,1211.6287892147,5182.2655203539,4521.53348208169,1535.46748586965,5249.5252123149,17087.8592501431,10190.5044281073,198.260695824507,133.190225509148,566.706080396582,27874.8642384249,1579.73622100888,1758.50275911664,6324.28340697949,8271.80684153774,2659.70403684259,10143.3198886828,28593.0146984981,20607.8873877453,197.46687305798,178.80334487577,569.340439732686,39687.2244797702,5115.10621900596,2258.94748643431,12457.9706052649,5269.61446097027,10205.3899858059,13722.0781879145,37782.2059943666,2750.84808669474,215.565847602242,197.77190896363,1435.12534988327,8981.16566593541,5713.24739636416,3969.54405253939,10154.5794934855,9431.22058157734,10505.473684367,15435.7310809201,33635.6437474444,16880.4531576595,405.08731048812,308.42290547973,1345.51546025634,32203.5480671174
"ENSG00000162711",3368.49612661565,1138.26149627577,2332.21652847562,2848.5541224817,36552.2392012941,24458.2510456852,31879.0509099632,2435.92838581784,19351.5230137353,13381.1779894857,11659.144212865,1675.38437048344,3377.73724265546,1214.79456524295,2031.06386318684,2118.61594716401,23715.8234152942,14982.6433919332,24923.770867759,1728.08080708572,18681.8199351356,8807.62770143304,15640.1167855979,1067.95334882847,3475.72336512297,374.667026262866,552.838527829557,2034.86359574942,35055.5030645148,21440.816561762,37448.1033278708,1588.32970808832,10849.8118902979,7643.08582342674,10181.5985855992,1040.85875244896,1727.52877975472,226.23037079091,502.973968667959,2047.87820136426,18492.6711130774,7791.42189249106,16501.9650292603,1480.52935783378,14259.8166086506,11444.0128693744,14336.1098750407,1098.70217368166
"ENSG00000185745",105.406962687339,379.657933363571,87.4876764652901,4713.67171980319,21744.4431731814,29214.104443343,37947.6502948513,11567.5996210948,7322.85473287292,11811.3091981512,19669.7013375296,2676.93163883904,160.120488992406,290.661613077131,322.256479336535,471.834876878439,16518.9771979554,21963.4363291867,25843.3093896927,731.916900302632,5920.37183211255,8078.66021847798,12995.5986646609,140.070236022453,26.0679252384222,26.9423479559814,6.23795235914873,426.251033129915,21024.5339250878,25679.9050415304,34797.0215529716,681.476290907214,1828.28043643958,4457.85253185722,9322.03138829608,99.914679871615,48.1186910014063,87.4645299712068,53.5378454044326,882.060292694856,18979.2795710935,15394.0954099592,23273.8804822966,1340.15246204485,3739.93452710592,3371.70966422594,6663.87506817488,319.591041086646
"ENSG00000108179",5025.90744788957,21716.0064061073,11023.4472346266,321.42751917896,3584.76068618882,8183.38863936127,5964.81195343389,2771.8716082059,11495.2830540313,23750.4810127913,34844.0900314428,2348.13813321879,7180.37522425724,26692.1398385508,16868.6426173759,768.858799372407,7111.64894184294,19201.3840327959,17105.9113799241,5294.40165925283,21262.2152701877,39528.0429479561,38202.8675453747,2392.37332699382,7299.74317579263,22748.6031069581,21040.6133074087,361.155427483056,3477.16995446744,11749.0922715844,5647.70808843443,2365.12359785445,10603.0192143047,22007.9597577167,21883.7765699364,1724.74078457992,7846.05754539833,31455.2725959911,22111.8345973649,459.759175249907,3537.98442563946,18268.3445619629,7935.8168230008,4743.37211163933,6492.54615984171,17553.4517810069,13901.0702343112,2828.81259340207
"ENSG00000117984",26698.3549785858,10934.5758631598,17952.3135752244,32358.2340536585,10875.977622515,4659.49103143342,5875.85129790169,4730.40699378808,3569.97162610451,802.693092401799,1191.74955142222,8100.12863763639,44823.0025834162,21773.119480769,14076.4598325982,33881.6116588627,10246.9086800895,8095.09073695963,7944.38513717073,7505.6963017184,4118.94091041184,1871.80844251068,1832.06063068666,11629.7752303149,36526.9561313048,14180.0945085824,19274.4930457247,23436.2957907245,6202.14521407332,2458.18279052048,3188.84976549164,8631.14219947711,2546.49748943209,1334.03908779194,1435.12534988327,8666.87094478587,25038.6625217881,12114.678406108,12618.0248274236,15399.8798745538,9428.42630117848,2743.79071632612,3423.97113230674,2952.1208608795,1619.11044283784,593.999669812814,1017.68201670659,8866.49199122816
"ENSG00000070961",15903.5179961333,9982.22566258366,15950.3433209737,5144.03742983982,14571.9169720643,10630.9927414601,16135.9802359485,5259.48356669883,17345.8922327493,42349.1641028887,23161.6108623262,11729.8572721691,6834.19293799992,5079.73913207151,11948.931036452,4732.27176515129,10232.9673077357,7674.74520209107,14047.9111790751,3085.81031097121,8344.48970321082,14544.3392139508,12604.8748334718,5417.36433968529,8248.32601085744,6312.08695706226,10046.222274409,1642.41220401306,9298.60312973046,8331.6186359827,12248.5241261529,2121.03927928114,9004.40706409552,36249.9939969983,20679.8798228364,4316.2171659102,10172.6979145227,5304.21913969617,9524.10091931485,3407.14388801271,11754.5387071727,7420.86442093867,12277.6389168948,3839.59726571736,24227.1942850647,49855.9915172697,40160.3736913463,6061.00090622971
"ENSG00000003402",5979.74345993758,7442.86256231887,9929.4571901777,2658.21156922488,16969.7703061621,36502.0643257886,37790.4864700778,3881.02827969359,15287.8182999646,35883.2226218379,34357.3895153375,6887.87185744178,4427.91296375649,5558.47590655149,9657.0938380126,2062.15046189823,9340.71947708842,20110.8589173297,19971.4500296708,2904.68960064701,10694.7089285635,17789.0572555775,17880.2667510821,4781.4586202782,6952.17083928033,9178.07922087977,14312.2019440219,1567.30188980515,16347.5442119455,30323.1392014024,31898.7953398427,1849.33958159918,12530.0167211415,24735.0009869047,28069.1416943895,5313.90889647288,6053.46687358537,8131.6782720346,11804.3904663431,2257.23282580842,11055.6201894489,18243.3631593864,21558.4391519806,3522.56629882327,9998.34765428018,23541.0446065239,21343.3555167914,5437.3664963255
"ENSG00000133657",23695.8732132035,40435.3506627577,23583.0519596211,2320.02432837551,40713.9270054614,36860.8288277317,31545.4484517175,3130.93642889597,51164.0505353567,64716.2426400583,53390.3799037156,2881.68278401937,12679.0380501585,23121.2764331885,24330.3641899084,2430.33636582304,24171.2415788537,30787.6355029911,25059.2067740904,2334.29452783499,32645.0296214318,43280.4124442651,39445.7414464905,1433.582697319,22088.9460943908,44658.6256337863,29907.8625859386,1513.47283128948,33089.6445368398,41479.3364367908,34588.7794800188,1474.30491692998,48770.2620444399,77833.6875512641,78436.7634310985,1639.86180896083,26832.6086496856,40176.4954402355,36415.5971096939,2378.33010857514,26673.5820999152,41192.9449930579,29908.9476744937,3594.06913712774,58674.4812659307,76359.4190924755,71153.8406673203,1921.00128480189
"ENSG00000126353",1253.24351955867,1308.50210804668,900.886614412852,466.877960818601,14699.6221934918,25536.0270494562,20457.9854172212,594.361085763483,6838.07535405042,31580.2904030557,17854.5750976711,316.335102606637,2434.01033825887,2458.65529179362,1259.34439951251,428.518888181402,16615.0177630598,30514.0287730221,24626.16828411,916.416728356758,10010.2378655097,30480.3436226339,17498.2256716972,430.074809195701,3912.36111286654,2846.62745122416,1869.82621965483,645.948702188065,23529.1576713217,30225.4336523664,25923.8497081967,1199.04194452433,11332.3167547908,25706.6629744216,18347.4869599788,365.222106521001,2661.43802200736,2220.25345311525,1957.65358393313,1212.51219990573,14207.7272072985,11524.7537219889,11203.5874151579,1395.35685926522,7949.37391866137,14674.8379965294,12566.4307650731,1019.23629319525
"ENSG00000118785",45424.5809018985,32926.9561494643,28110.3421723835,909.813462108044,13225.7536967813,15294.9312667193,14760.0554303839,556.958500274934,301.867898158604,502.571117587852,570.039645575385,200.959457306614,5824.27097111485,4679.65197054181,3829.97585474638,150.058960843307,9648.97871024607,13145.3512722532,11087.9238051764,56.769177862808,392.51083969807,622.685774462472,499.878425299068,19.0705955147941,28869.5030925182,22544.851600541,15813.9889744869,21.9071749773084,14184.407627796,16798.6926922199,11882.3842176644,14.2530988947914,470.417059954425,222.339847965323,282.75236753392,10.6704997921142,9280.13008284869,5257.12285432706,4683.15258221932,91.3360861545575,11590.2696098806,10866.910120806,8801.14016931651,81.4922054205383,452.161676844538,696.807304972724,357.353990599259,15.5476722690801
"ENSG00000026508",24435.6619574631,30369.785453826,25602.3621137119,22588.5134427851,59067.4209461498,78904.4704603921,74283.6300469777,19573.113009662,90112.6840053969,176461.06597256,165916.539296815,11337.146742392,24436.712392707,31895.8375997287,27234.9127207705,21081.7369988883,52554.3266499467,72709.0778277371,67835.5685579948,18974.4218770976,85633.9929806712,114375.373187562,131723.546835321,10960.3315670715,21824.6462968346,22038.8406279928,20230.4592447642,16352.7672416331,54686.400192988,73456.8082298262,64985.2570078448,12621.1190713378,69636.834628928,113064.112079692,113994.444494975,9387.12968075358,17986.2245138919,25142.6883463385,22713.4309128305,21572.7625511793,46150.3180882799,59966.469029347,59924.3328851956,21519.7255488262,79049.010304457,128581.890063519,134301.398232215,13392.5921406715
"ENSG00000143384",10545.2229481131,10685.9818317454,17781.2791086211,7255.16379882342,26795.560284232,20937.3184336412,40096.0501259539,7082.68959751335,26184.4819627322,23469.8936043853,38817.6997245764,16141.7569480784,8633.98301538943,8637.77923097451,17566.1582864662,7480.51654801866,19683.6687222824,15184.4092486701,32536.6944446979,4288.77622282595,23280.4963162895,17649.0154749755,36622.6067170099,10175.8067239974,7501.7695963904,5968.57202062349,10659.1010936954,3817.48171961726,22437.7831600655,17963.3872483428,30925.0920207062,3439.45092704935,17846.6360839669,17695.0580659695,38901.6990639112,9292.0652280602,8066.31915913716,5834.89335519455,10939.331595861,4806.94637694323,18195.1270877936,12161.7794876913,23069.2992438705,4284.9127366283,21130.1964984583,17561.0671613891,31111.549164172,10336.6107802267
"ENSG00000072274",2567.27387649532,2686.80998995758,1897.14267794553,460.293784448083,32908.8843546856,7126.36760677711,10223.0619982418,308.061295023865,24442.3460420033,7859.99917471319,25198.4191865751,646.753617315624,1417.82667627354,2216.72224326177,2172.05107289658,221.994442072315,28500.8122154146,9949.19667803441,12531.3854384443,162.87347458258,32057.4748150936,15554.6406311509,25798.9363965144,336.694651847399,1774.79124331591,2365.03298151099,1058.1126689206,176.509238388599,29567.4813414221,12987.0659894842,14896.17333941,224.486307592964,17735.8312090312,7816.28979338868,29401.2195147715,388.018174258699,3032.15526113087,2685.32927113522,2033.0292346999,290.941353087832,7719.097864262,6822.6986147998,5500.19424119843,277.07349842983,4140.06664113547,2035.21040714711,4386.13180635525,353.277664336319
"ENSG00000124762",2758.68774738766,9387.4519771079,8441.37851300232,905.024970202212,11691.7886252814,19299.158207827,14788.2263046357,2423.00749264907,11733.1958890207,37856.2138290468,40411.1438800445,1259.92371346411,4422.5457965277,14875.0354927708,10471.2154700207,1170.30519461816,11518.6716470364,20629.0303221313,20812.5782900442,3796.10085780229,17220.8073651483,42278.8636383526,28354.1462131797,1400.04475348264,4526.40557403826,10702.8477255136,12104.7465529281,724.814532106375,13751.7803109661,23760.2130610381,18483.2002553829,2757.97463614213,11247.7021230217,18671.6336412868,17030.4892658653,1074.32531997877,5138.53401651638,19545.7994332771,15192.7725241763,918.492102340775,8676.81769564403,18139.273981984,14782.3767819492,3304.37749076183,5258.70224165771,11240.3014441502,10428.5216734879,1989.23829087174
"ENSG00000038427",9255.76599352078,12705.3631471032,9786.7971051307,41391.7240340102,11643.7113654499,2220.78191698608,2009.02813743548,32886.3933025587,12440.538887672,676.606345586472,1293.42328937573,13688.5348937882,4732.05244005492,5508.89245490892,7232.74986353018,38384.9274837582,13837.5865818957,3497.27485010643,6276.38502761671,26926.8375427126,13339.3112836897,1116.58312569275,2931.04893047568,9021.04928523948,8619.06983647055,9904.68066731765,7955.72849004932,20421.2425945618,13079.1890424013,5520.36352053652,4157.97633577203,18569.1154038704,20094.9677281174,1658.33588261429,6235.63221201472,5528.28893775082,8836.21821515966,10526.0197799964,12214.3776508876,35592.8517759038,16447.0559392517,14619.6719300857,12949.4394701048,29970.204372854,17086.756188265,2206.55646574696,5740.96954462722,13877.1612597245
"ENSG00000108691",29691.7833852097,4386.36689240689,1949.16237746543,1950.71189013823,200094.550590109,97801.8717259606,80329.9892679828,2456.32979608432,98171.0219647156,85115.6575790394,86225.9969149293,256.75143601977,114057.670779138,53050.0188220629,11797.3432846589,3831.14450029329,398373.165970272,217037.392150988,160509.369516592,898.845316161127,233307.716244607,120479.69437416,160648.273881349,76.9399888010657,19205.5439194076,335.937401076143,78.7541485342528,199.668251936039,345496.175220351,80984.5766669214,89992.6127576063,220.032214188342,134230.03281419,65998.0829371984,62205.5208574624,6.30529533170386,35281.166424665,2801.38797436625,1158.10812953799,950.305795271014,250981.484743764,51614.3534345819,59114.3017654815,709.770821404688,206095.29230574,45202.994103736,97178.5334609619,63.9182082173292
"ENSG00000135114",541.261520057073,950.925592946281,494.187145439071,3293.88386972406,30665.7797006706,24215.1213832114,29598.6927731545,4200.65037386846,19181.4025457052,33816.110321936,36030.8392350968,1804.30175818957,1683.50145409893,1646.51254937222,1116.23708138609,767.311799776084,26878.9658982485,21677.6013654761,29457.3096270597,906.279375166971,20434.7927284785,18633.0590583128,26100.3519234317,537.922314865571,220.129146457788,149.866810505146,262.77374312914,434.387983835772,28995.2596103617,22343.4826000155,28923.908583374,454.317527271476,8232.80220772488,14122.8797351233,17469.0696048401,289.558562540554,523.20604863501,449.096721198312,495.225069991002,1256.64087074445,29639.7241019624,14925.0001837992,22820.4842241631,1277.58747852844,13468.223974394,13846.6653799634,19868.8818773188,1153.98278619394
"ENSG00000130066",20238.7835044519,13968.9901148086,32788.1742428475,14494.1664374647,91555.6292773095,54551.4767685828,91668.0248155614,17831.5126199134,45029.4808761674,35766.0152233899,61717.6257203666,36102.8269243749,12268.4497571556,7490.52074641713,31034.147003475,11324.0370450825,71155.2154527457,45249.0504316873,74165.4151275844,9386.51323019691,47090.3976848879,38478.9799664822,59469.4075000956,26477.8778554368,14946.3345790632,11234.1171492706,28180.7295264993,6169.68639289511,46562.2360193451,31622.1788874498,52829.4120460281,5174.7657174902,19012.1019048818,19160.5356274205,40683.6673179695,16241.4707290335,19936.0480915122,8675.80856906701,21930.0877011236,9263.94213165383,42683.6202520314,27059.0225575166,51865.4908580061,9602.41057935943,22709.6653696276,15794.2989127151,28804.2853553029,23838.9003863523
"ENSG00000115919",12948.8896984741,21783.6752685267,16414.5797303255,4088.17496460391,17587.2626121234,23221.8477621295,21903.5960696194,6955.52080685229,21271.4540100745,34286.7157854016,29367.0424426687,5284.52955655882,12666.514659958,20922.5068189697,22591.8752882244,2443.48586239178,15775.4373390827,23647.8755270964,21919.2322088829,7380.66894571103,19128.8461692362,25458.8454896193,24317.9070173405,3848.31465353707,16002.0855512193,27120.8410111897,22880.8092533576,1527.86897484599,20408.4726259221,30662.8880423686,26776.2691826464,2872.89024598139,23363.7115387215,37307.6437710211,33443.9500319121,2393.58711245835,15485.4080379033,22155.4382457834,19963.9807731792,4381.05339094164,16061.1785314618,26172.1827660485,20846.5517344844,9556.66979309113,28235.9482200481,36340.5951839327,34661.7833751255,5173.91982732165
"ENSG00000117228",730.735385501186,1002.21146762204,581.674821904361,2434.34957262725,51717.6098494039,136708.547713533,128730.516587867,3322.70968540089,22351.0154763706,93300.6409039949,81749.0188797963,994.505562304427,381.068873244498,422.314226059126,359.35837662857,468.740877685793,10860.3290636595,18412.6629564607,19121.4115123019,266.274477118409,6116.62725196159,7393.45579196104,10298.9840328987,39.456404513367,388.846551473132,223.116319010471,152.829832799144,468.8135445144,38755.3318780441,47487.1174121775,41283.4188692874,136.295258181443,5699.3998398761,17374.4464619974,17178.7771741719,39.2868401436933,516.428768212277,365.83721670649,305.729275072681,1002.64445138205,27992.3840036467,25247.8708707156,31205.5503883022,538.374311939556,7569.0625904661,12757.6659853066,16334.1847963913,187.435826799465
"ENSG00000163399",34186.1293402834,21708.8833679579,26273.1009666124,17266.7032509413,40297.7582250446,30186.6230932381,24348.5314191626,10414.9199410386,22162.9875906531,19291.272262745,12162.5125548643,12007.7338263423,39328.8123968723,24471.9980468999,17692.3047372591,15902.3823503997,42600.1867892883,26634.6216184897,23865.2323366959,11374.7861024872,24607.0375800839,16912.5457537739,12111.1983737472,9270.93984715748,40930.2631694949,21599.3435769608,21574.7379781608,10914.154573695,39626.3548759282,32432.690828317,22842.5535408235,8102.88672168891,20030.4994372457,17166.8473774331,11450.8425465292,8838.56898689534,39035.7797788592,23711.2976731558,24100.4837760059,15881.7033852231,41414.4090191804,22935.7032766846,19008.0851999798,9682.85127245196,24073.5831948491,20521.5462849754,13358.8243964019,11549.329217215
"ENSG00000136048",6943.27949922676,1998.0122009096,4951.32958157615,3071.21899610288,31703.9480301578,32705.3870965487,31721.8870851897,1669.51540680704,21412.1551490468,29042.5726396881,25023.4070146879,2392.01337861457,7003.25870570698,2393.6838723999,4423.60621141894,1919.05299923837,15464.0800231797,15768.307409833,17095.2190715296,1280.68561964311,14138.8704015931,14695.6343519226,13753.4788578562,1349.40903435715,4404.75525625896,1577.81125217216,2533.38840185928,807.435877735081,23476.0887204572,25444.5234915799,25690.4355165353,441.846065738533,14994.9215299391,17997.2437156903,17588.4539377989,997.69173056268,5500.44079109034,1177.40713422778,2474.71645928647,2250.04908869514,16371.1202244657,11190.2804986027,13630.91616297,1021.54422665875,17065.696603316,15636.2797697841,14670.1581706009,1299.95815360919
"ENSG00000189067",8186.17632306152,8236.36901216318,11418.3240446185,3360.9227564057,18315.9335814451,19165.7333930548,17452.5979378251,2569.21759955885,26840.6609108481,35655.9113036356,43256.3417601532,3792.77121310218,6130.19950315621,8673.68448906051,10506.197258896,3141.18268033334,11475.2984886022,11202.5906365516,11626.1033277034,2322.12970400724,21880.0564067495,22916.8370970847,26520.8451893781,2693.55721477919,8988.36544401487,12205.7255724332,13580.8020299117,2425.43722963057,16197.5667421111,15062.1986161702,13486.5346917295,2438.17072969025,23787.7920146119,26193.1081666552,36899.8123017711,4594.62020594082,8978.54110403706,9482.33245601305,10509.619941957,1937.55652426747,6277.86899179389,6225.92066435962,6254.93313431086,1397.45988392123,8555.14668572159,14183.6459618765,10607.1986687876,2238.00104717703
"ENSG00000110324",2960.44831400392,2010.83366957854,2463.84213180628,7683.13526290714,23533.8186875363,38423.3816585082,34294.3327076624,7247.94102067185,7702.74780809795,18433.5272104661,15549.4147765286,4989.86124180195,4190.86307781801,2787.7868242486,2550.49042527534,8495.34828320638,16429.1327983416,21899.2381020432,23182.7066508421,8545.11291544458,10208.9161917767,13396.4967622308,13241.1965014083,5262.16914859938,3816.05461129126,2183.17213280811,2471.00887826779,8469.31384622743,29611.3209095275,32569.2565389015,32506.3587504907,6825.45273324323,8892.59487211492,12221.3212563923,12674.8461286539,6464.86780586775,3044.35436589179,1540.72133564664,1993.58029598085,8946.31832643096,22791.5623950414,16210.1545607937,21749.1973337562,7835.86986830776,7365.89953566472,7900.95714654865,9197.9809754244,6921.30543845214
