"","mono6_n2_asp_atra","mono6_n2_asp","mono6_n2_asp_vitd","mono6_n2_atra","mono6_n2_can_atra","mono6_n2_can","mono6_n2_can_vitd","mono6_n2_ctr","mono6_n2_eco_atra","mono6_n2_eco","mono6_n2_eco_vitd","mono6_n2_vitd","mono6_n3_asp_atra","mono6_n3_asp","mono6_n3_asp_vitd","mono6_n3_atra","mono6_n3_can_atra","mono6_n3_can","mono6_n3_can_vitd","mono6_n3_ctr","mono6_n3_eco_atra","mono6_n3_eco","mono6_n3_eco_vitd","mono6_n3_vitd","mono6_n5_asp_atra","mono6_n5_asp","mono6_n5_asp_vitd","mono6_n5_atra","mono6_n5_can_atra","mono6_n5_can","mono6_n5_can_vitd","mono6_n5_ctr","mono6_n5_eco_atra","mono6_n5_eco","mono6_n5_eco_vitd","mono6_n5_vitd","mono6_n6_asp_atra","mono6_n6_asp","mono6_n6_asp_vitd","mono6_n6_atra","mono6_n6_can_atra","mono6_n6_can","mono6_n6_can_vitd","mono6_n6_ctr","mono6_n6_eco_atra","mono6_n6_eco","mono6_n6_eco_vitd","mono6_n6_vitd"
"ENSG00000131042",4314.57211687072,2258.00309336308,2426.00962306453,9893.62283893675,47061.6277175937,28898.3323817155,29457.8384018952,8661.75875213899,68888.5567420676,64428.5517529585,91761.3818943324,3621.603589089,4329.51489789524,3363.98072781915,2908.78874769556,8530.15577412364,39711.2246292933,24292.9148569674,22145.5527365681,8774.89292107975,84594.5661273967,59431.4810160156,69561.2458828083,3457.69624885473,3531.47976077181,2191.59161654436,2464.77092590864,6348.69930842397,42493.2318954543,27989.3089278369,23045.0746777062,5400.14284376409,61328.4836428378,39873.764999748,63378.0006748364,2875.69969397478,2525.21468551042,1813.20698671079,2268.3139763457,6262.67939054143,15066.2656969193,9671.96636422697,9976.09998460143,7080.88401679877,20030.1428846557,9534.45623853388,19433.8422365893,4813.73208642129
"ENSG00000056558",6935.51947743383,14293.0883506068,9529.851316593,1145.64668847026,33365.6183230852,66429.2502791919,42603.2579343697,3852.46630532051,31889.2735974244,104376.740057336,58567.4066263973,2667.72325400289,8363.83559820671,17498.6839943406,10658.8450648976,1353.62464678241,19854.063273274,41867.9438021264,28500.3480257451,4912.56135577085,26762.2128387965,60434.2801949692,40407.0461105272,1597.32677604948,9676.99313572986,17526.8392937395,11213.4991096147,446.280450252025,31398.3601462462,63530.812680028,40476.7668833988,993.262829230775,28325.7553017525,74673.0221986963,48530.359686333,640.229987526854,5972.13950851257,14212.1451152252,9682.60111952534,1235.08965940461,20657.6138387096,35927.4204721974,25551.9202182842,4158.20550110347,27757.7717617961,65768.3288259092,44464.1587085634,2596.46126893637
"ENSG00000115956",14248.0466803076,16496.9563540344,32753.4944431675,18369.2535122591,43768.3354191336,86555.6423386065,93226.3189649671,10701.2197317782,17889.5102696875,62959.907533011,40552.8204001436,18019.7257849572,7622.27199276143,13731.1965566026,30769.133451389,10884.6891597269,16415.1914259877,46896.8049283721,50009.7084128358,7022.48246633855,8445.04031955323,20005.9686574288,17262.5509798688,9630.650734971,15337.3534576395,16644.4773981811,31802.64061503,8132.56927086194,34170.6359924921,83250.6792303597,82756.7728161032,4106.67411906177,13015.543536769,55825.7277935474,33687.7454065858,5928.91770267292,13166.222677244,15656.9918699419,29359.8726416571,15473.2566179252,28291.4777373955,46067.0942068856,59115.6840711465,8358.47149532721,14580.6655793431,61696.0041665194,41992.2013214181,12851.0148899652
"ENSG00000196924",55469.2824443675,71693.3789738151,68169.4516890355,22332.9276873113,47510.8496141446,55796.7750397899,61737.2122617533,34298.850940008,36830.4417778765,47426.3754992974,49376.7674284363,32506.1401413132,82386.0169620147,96416.7314931708,72957.1708350581,23382.1253986202,54771.004854211,69622.977337193,86973.0185328886,51882.2978017846,59723.4317477628,60398.0193767776,69311.9268667162,33384.7214655017,91530.2783843757,94533.121442176,103363.650335139,22466.1208988723,75597.8741792776,82401.3071279441,109829.386487182,46539.9311662176,55764.0642869744,67214.1959177822,80158.4111800828,38407.0089335617,71113.3257476981,109291.135224502,103340.017201238,22032.0086023496,75179.4570550247,73756.2032516112,88667.9968840596,47187.1414754757,44794.9759854753,65050.5792248853,75908.202455293,60310.2844913321
"ENSG00000197249",12868.7028066138,8714.32487198862,12107.1909746245,27986.340943634,30422.3885727734,18909.2612491038,22234.2331726807,15198.3706015195,63297.6051198165,84740.9490779403,73216.758804649,12528.2784044331,14269.508605625,12714.7357979299,13158.4528881724,20869.0245543939,31087.7113077425,25427.0835365037,41486.1565709589,18572.306867236,79723.3127742302,81689.3715204462,83405.2734380512,13628.242118917,12566.1881829883,8713.3237186391,10484.4384276392,15888.9610513993,28246.5259340348,25940.8232690698,28143.572903408,11394.4617477048,53342.4741111062,61070.9827704089,52369.5084988491,8770.66580640007,8849.77277600513,6893.71877090368,8025.74569332501,19136.4494216184,23017.8198309342,18089.3111768309,21504.529231044,12802.6883496486,51949.0408725362,59845.466733641,57745.297454835,12823.374583709
"ENSG00000119917",392.527769025858,818.437083367249,235.665002370466,7792.67201525304,48183.9312517861,69696.6757431688,81766.7038548278,12646.1541771828,17258.9133468392,45151.4864476012,55305.5130989382,4152.9815611046,640.481955969626,836.079581145395,861.824071383561,939.028754967909,31605.0911262081,44866.9181272613,49635.4776190257,1029.27926053639,12005.5013006416,21477.6577267909,29190.1711726128,272.249191142233,104.271700953689,63.9880763954557,34.308737975318,1010.23372609645,47119.460003422,49961.9545576474,71477.3752602307,864.094120496728,5209.84375606914,18121.3118076489,26059.7148691151,244.45144978298,228.394350246112,269.121630680636,183.86023224417,2260.31157028554,40920.0520188392,35427.7924206661,54319.083413454,2136.14729434611,13774.2073557107,19862.8158819137,28878.8635794279,592.539065366052
"ENSG00000111331",852.309060257136,1851.27761503175,516.256108871757,7884.8504844403,60467.6711387433,66177.2256290667,65415.7353680097,16709.4350552569,28555.9357050459,54774.9242080555,58594.0751478277,4256.98214278349,1069.85533427329,2020.09821088606,1153.33897867812,992.400241041044,36055.4869898358,39243.4591353288,43995.2849408863,2533.6624739008,23282.9192227074,28836.1030736015,34776.9017620595,378.781483328324,184.647803772158,213.012938526978,79.5338925791464,1368.88547643924,58787.7071565353,60052.2730762789,63224.3528854581,1895.66215300726,14541.6288597475,29432.3909240284,41717.9126445491,284.70833536232,321.243092037558,605.523669031432,276.847016367658,2142.29303199594,46694.2657595018,34170.3951576456,39184.2186869193,3345.9122277181,16212.1640133273,19335.4507904453,29571.81957859,944.089210561362
"ENSG00000138061",16804.3271925963,31165.4288151151,27839.2091930677,5515.14555254179,1789.37551435494,7359.11978365749,2900.11737034966,2448.84927898661,571.758264732611,1449.10965353953,1856.79580459351,2037.76139727084,25731.0942227183,45245.7545109419,63714.5581925079,10927.2316486257,5939.02462274577,16431.6890903165,9145.48778016155,8065.27819779465,2837.22341534839,14778.1589726345,8045.18974315076,4674.26872135021,50326.3019998773,72762.0203969958,67234.2100149949,6902.01195642228,17946.5347749488,25060.3630374155,19539.2850539292,7162.18219463267,12922.8703686409,12141.4754546368,11268.6243541185,5468.14612074072,58912.1878026514,87601.6138018348,85528.8213695839,12138.9763492043,21912.8776953754,44705.6077664628,29942.1230104547,10574.0079704378,13339.3888664712,29003.176185668,15731.3441513804,7004.22635722057
"ENSG00000161011",46183.1230321577,56662.3438709294,54561.5712009884,10446.0950925721,21463.4916860409,26392.910859882,17689.8263525776,11264.2986551331,8080.0826807962,15977.4994520774,8953.95607026599,7021.12260271786,40371.8318950016,52015.6054343472,46518.3588247538,10336.2778028305,18295.7276523866,25949.8405289584,17914.9627151138,14839.0575992104,9077.41889462234,20826.2133723834,10517.2932211186,7816.9713408399,64585.4571052943,99662.2709342959,84802.6230904924,9057.67797418942,20131.5911431509,28492.2704473065,18155.9627121713,10876.0052754068,9957.32898854281,27602.0794684023,14372.6170110464,7798.19525716421,44872.3736789171,79044.3869512864,60446.3407976072,9213.65597186087,21262.0001400672,27278.3037579109,16985.7720120247,10942.0372852403,8800.42891042082,18908.9894890412,11297.0472419444,8634.14066676247
"ENSG00000122641",928.615941220977,4333.65641010126,4071.72375333053,1.79568446468693,9660.52439739904,32979.6492158027,36973.5311167738,10.2007051332406,8163.22426291616,97832.6603106528,56370.5871735659,20.0417787610369,460.681853804968,3888.88140555256,8011.88970666292,11.6024969724206,7342.45610636801,32002.8162310657,38009.3742913222,16.2197651036594,8876.31766193752,46841.4748652874,51272.8897969287,9.86410112834176,320.056193205073,1241.87385109602,803.1363662404,5.63327356559359,7405.42599128285,28310.1828331939,25185.8489551497,13.3622802138669,2817.4657745022,63645.7027777863,32427.298185979,5.82027261388049,542.182433818663,2830.82315272194,2607.85662746328,27.1955762145593,3902.16591491903,14483.6620716132,14858.4035935265,41.5347369562744,9487.96241904744,64327.1180885749,45304.717442973,35.4141423906824
"ENSG00000019582",40259.6397302189,42659.1631730036,43717.8283828851,55982.8574325679,75406.177217023,103230.779189247,88312.7254244054,64978.4916987423,66137.2099245288,71816.1695945326,65852.9133246722,52057.7078272491,48323.2901444625,53032.9210801171,36557.0294289465,53669.283495427,60928.4443105007,83717.5452536403,81657.1592093848,90594.8221629438,65385.7640463701,51634.1547317827,52608.793181661,64541.471289482,62059.0406842706,53597.5915165568,63078.174255712,70413.4158927796,92016.9461076056,118169.310107446,104605.027667938,131606.879463737,58450.5788456434,43260.4553911314,41266.7655336839,57724.0087163132,32957.2369677097,43932.4241984221,39452.460945727,47840.6104299664,58016.435804934,58636.9032699942,57076.783215211,56745.9142932228,30982.3658572107,30097.8871156115,31148.8382762345,68249.962463409
"ENSG00000081041",2363.57330443083,4303.73964987373,2310.93574230838,60.4547103111266,30664.2772863008,18516.3992944968,15326.4382706055,244.13687618889,22032.519261788,92924.1565332224,12944.2335892937,275.168205692075,4016.43014288215,5776.47211635934,4140.57173779113,115.251469926045,42008.4529849355,24357.113084111,18378.2960788788,239.917358824962,24713.6454624711,46536.3838432616,12257.5647613037,187.417921438493,541.633557731662,1110.52990481061,694.75194400019,23.7849328325063,11856.2958268288,10012.5981955347,8306.79917383184,64.1389450265613,11254.7533423357,52076.660301889,7327.68468929017,61.1128624457451,2437.78776805716,2162.22410149974,1738.57108497552,62.0880136219183,15910.8568103549,8489.5133089362,8176.33800871795,203.467635469344,50082.1706067698,94634.4281646973,50427.3092125632,303.179609247061
"ENSG00000137331",6149.81727089936,8445.78633375585,4766.10792419468,1663.40237578833,27181.680777254,33523.7259604849,27816.5143073262,3511.76275387028,20620.3914670121,81091.5368989897,36640.8816628178,1153.21478330399,10941.8649237716,17588.4471395556,9001.98033725609,3333.78413007553,29606.8277554877,48691.2982299564,33691.4637513122,3863.68321240087,31643.1578176345,85783.0928569726,53860.349834581,891.714742002095,3199.83782301633,1617.38282573251,1033.9406035289,1007.73004895619,20205.4262052232,20958.9505585615,20518.7093091359,1517.06421361436,18575.933624453,47079.5415089446,21296.9083226549,428.275059838039,4973.16837420169,5446.34900089938,3281.3063670243,1202.24971831533,13921.0311412699,15090.1550119443,12865.1188245373,2543.6083214488,27008.2982974373,82649.7232881855,41622.417626798,906.083789459166
"ENSG00000138821",2525.24042511693,4825.85834622551,3190.541570554,1383.87416078539,6295.1162091916,10421.9605316503,10799.8235816089,4970.46358792368,31976.2524833345,60255.2580203386,49133.4171703836,1929.42745802199,1897.2936153793,3705.08067963614,5057.51862800857,1040.35722852705,6529.20938572599,12417.7713646261,11362.3597206372,3617.00761811605,19740.6300397532,28215.9180452212,30632.7483652253,913.415764484447,2886.29861112086,5794.28870728324,5598.56224233599,311.707803962845,13512.970032076,25170.281780081,20721.2304460185,1017.31493361574,49660.7303121053,83397.0973381975,83512.4825976296,501.998512947192,1280.22827185432,2254.73466204621,2727.61233428899,1162.73916419229,4275.64565498873,9616.45213627905,8704.37877276364,4610.88155831046,30956.3510758032,50141.5682816028,51050.348126608,1726.65538143839
"ENSG00000198959",22829.9841148087,144.59767443303,2570.24606264244,112175.211386016,43407.7559703971,109.704847701582,738.373440917245,24.4816923197773,5599.90533109479,58.6036992240251,300.020866092308,737.754126284657,21978.5498019186,239.36838723999,414.481195462451,57890.2718939936,20571.2694288117,140.624688028755,1582.4616423974,15.5439415576736,12284.1355386989,180.053717916859,409.329727912388,446.514977742937,15305.4926601259,101.03380483493,115.402118644252,26098.9564293951,8886.7419241084,52.1836455078874,173.916456532016,37.4143845988274,2306.75603275296,31.9383207022011,105.56088387933,272.097744698913,27769.2288041074,135.401820436195,215.560272286268,55730.9194007452,39195.2264972725,134.622002773714,615.126020943278,19.4529780681285,3581.36824043167,74.2499587266017,85.454215143301,393.874364150028
"ENSG00000166920",7004.06633660473,8132.37265518179,11553.102357011,4605.93065192197,41304.3758527674,40144.5617690696,58226.2317234159,3209.14183491748,46111.6005449902,53496.2980431677,65069.5255076534,8141.83720424719,9872.00958949831,11309.3014099923,17715.6259298427,3920.87047688001,40256.4871924667,44779.7919618522,63695.8631578944,4179.96863192223,42803.0647784327,38570.2571984817,46714.4450997226,7061.38119440892,10717.5378181635,8484.31376101325,15925.4923729067,2714.61193933104,50788.1396501394,46784.303633316,70983.0863837713,1050.27522480994,36269.4575175996,36001.8578130812,45187.5983634875,3724.00442744786,10184.2192912413,5728.08570801817,9741.07008226966,7537.27960406907,30628.4381026449,27274.1401908148,40100.6873428415,5039.89858813729,44720.6480385968,41395.3039126283,50219.1116702141,7506.93442725416
"ENSG00000198938",36658.3429498153,37218.586634484,46170.636032975,37516.6369592158,62915.1041470423,81392.1020069226,78817.6581239354,46768.1928948813,65409.4013056633,123817.185372651,92154.7425854312,44794.45887031,51831.628456352,45007.2410107992,34450.7017169672,41332.7352145512,79823.6509741034,82106.4754581804,92750.4291687584,57568.6771177092,73222.6548550331,88859.0105380523,78017.0057469863,60101.9681749863,57279.9210572265,41465.1154526289,55131.0229501565,29973.3968039534,65649.7532378798,66813.9411857051,71579.2079222791,95748.7551004849,54555.28383313,60064.9256682895,51232.2156427682,32296.6927344228,36485.4891557847,34247.4095143027,37445.496188395,33211.4429228516,46979.4121170653,45203.8479622954,53127.5359301886,41367.0207399573,41761.1569537157,51009.7216451754,42845.1897598485,46257.7800387952
"ENSG00000084234",44310.3711061299,10775.019808613,18089.4564194133,57864.1361900716,51840.8078277222,7599.28445024744,8670.69855920492,13537.695805828,48694.1059957623,7067.96130035212,7723.87051928753,12220.0683472701,57975.2458775802,12586.5027333371,13117.110774047,56816.6541741456,56160.4949654794,8301.44218134965,11873.8084721778,12785.9056665055,53960.548832813,7943.61993004033,11534.4155753251,13104.1295456311,51798.4156668138,9879.42221610891,11834.17536935,55237.3769070705,53838.4506520014,7198.0122090986,9639.77727817263,15558.1482623457,39361.9208453514,4392.74749350274,6735.7897332525,14429.9108779632,49995.9976785035,10609.2792844882,11507.1145352817,56952.1547100028,61080.2094402775,9176.50187979175,12196.0828826574,13047.6907220742,56408.7176852494,9416.41784260954,11851.7227838746,15053.6017947515
"ENSG00000105835",3909.75764667272,7374.48139608453,4848.0783598018,2321.8200128402,31451.5424160422,16784.8416983421,16736.4646607909,4000.71655325694,56619.4174236891,55510.134252866,65569.5602844739,2240.88753336243,2450.11183994526,5293.46090639293,4805.22572642273,2410.22537107084,20405.5220019379,12964.9848245641,10902.5904596704,1926.77292960554,47480.4856181681,50291.2540856528,53152.0853659811,829.242101522597,2358.42312504281,4589.4605846267,3372.39299416478,336.118656080417,18166.8862883208,13727.6296395643,12437.3150164672,930.014702885138,49907.5229880985,48723.1366281579,58399.0456518613,375.407583595291,2242.60209188245,4937.5409178938,3482.07328729093,1031.37939983517,9336.99350174233,11176.4019416157,8910.34231685476,2141.93061215015,34790.4343356219,36593.8065816413,38050.431433808,925.086500010264
"ENSG00000183486",757.248793293707,1452.38747866477,511.527045279039,8871.87837852989,42679.0850010753,40927.3206823998,46225.4392921224,15434.3469136018,33101.8615951124,46547.320010937,52366.975393823,5279.11285959638,1756.85273955914,2196.20495292691,1510.57724689001,2749.01828266553,45036.8288684691,40185.0331334344,49457.272479116,3015.52466218868,38357.0315016058,40744.655916936,49892.3322600606,839.106202650939,459.085127809992,175.967210087503,86.5515889831887,2269.58332764915,47905.111210785,43750.9904518788,47817.8720485923,1711.26268605589,15048.3093333173,24349.2843445781,32622.0831502801,568.446625288994,546.926530114576,520.582154347856,368.424909822609,3279.88911629175,44473.5335291288,35685.9335806239,43660.1244303223,3549.37986318745,25207.084384747,20885.1806982262,36011.9599743897,1219.62851355228
"ENSG00000131203",123.513680204183,163.829877436438,133.201957861568,207.102274927226,27261.30873885,52213.5775141855,50998.1784614248,565.799111390409,15867.2511722775,72570.9142057511,85054.2487545799,169.000945228203,194.112548108113,214.576661418706,320.136370919847,202.65694711828,12977.8686200741,19895.3362976334,18405.0268498653,447.395187442606,9547.46273969287,30615.3839110715,25291.6156125261,136.782202313006,186.820130875359,295.523879142171,188.698058864249,311.081884677779,18935.2324030107,29701.3766166276,22162.9063356918,621.791439285274,11539.824066034,40750.8404221084,39618.0050616638,225.535563787869,103.692390467819,129.514784765056,104.25790947179,146.753486742716,2719.73835610918,4073.35647567889,3606.43548009216,274.444717609813,7073.54294460908,15748.6066304218,19450.9330796179,60.4631699353114
"ENSG00000112149",10939.0440541045,15609.4258006178,17153.101828055,1532.31740986618,21969.8053286417,72273.257166214,54752.3181248836,3660.69304881559,5781.5377104953,66605.7679726147,24863.3958861053,2912.55795670529,9051.72753136403,15605.9639609501,17599.0199669248,1735.73354707413,13114.1842608674,46001.0868067976,32672.1303510292,3068.23889877558,4391.51788242439,26170.3077499991,15441.6538872161,1631.52232662773,11518.4024102106,17141.2269386195,19740.7799845711,624.667446495822,18335.3225236732,63607.4227127949,40268.524810446,1296.14118074509,4958.01449485156,48323.9076193804,19834.1360746127,554.380966472116,14165.1938115548,19311.1590115274,22423.903880446,1604.538996659,16158.810164758,33394.5838220734,27147.1009557416,3089.86897584841,8525.41550697017,73153.3439515627,29926.066143184,1892.49721897525
"ENSG00000186407",2579.56057766746,4777.42168680952,3672.90605701128,3025.72832299748,42991.5871899803,40859.1257770718,43838.3283686751,19755.3656080425,34502.4774785178,14631.3902395983,35132.4434194093,9317.2604450972,6668.70528177872,8439.44542440423,7118.26400902905,3537.21457699197,48938.8640861782,37847.9119595652,52176.6829141368,15127.6342533464,71891.267778403,33344.9482597695,63519.2910201985,6544.50229528381,680.662492336581,750.176000899356,977.799032296564,816.198747726004,35088.9595770164,39513.0122624404,50686.3493941566,7667.27638671685,32989.633219502,10727.5905650893,37387.4030511185,3027.02678193568,1804.78977657387,2152.13204034921,2712.81898226934,1320.78138068444,25945.219121356,25741.9474994521,37405.1912960114,11792.1850024339,18185.5710029529,5713.43913175723,19158.8350351281,6239.79913732414
"ENSG00000104972",4957.36058871867,2025.07974587736,3628.76813014591,10280.2935603327,38965.1166790893,20818.7185982881,22649.3828984977,7394.83117459052,61298.3698451474,29951.8179124972,56603.9367360821,5199.48741424847,4860.86445354601,3122.0476792873,3028.57487323842,7622.06701108219,20467.483656844,12747.9336756502,11312.4622814625,6543.9993957806,48773.106192112,24225.9776711052,30084.4946084457,4273.12860879765,3724.09276392238,1613.17308386438,1911.93239807909,6686.69572235959,47448.2567642127,25139.1936508423,27098.9299770018,3169.53286672924,75981.9246945659,38640.454461863,64143.3170829615,3841.86494787894,2540.80243048271,1057.14340551737,1568.09531408246,6729.1091788251,14060.5049031217,6114.89220846377,9463.26458287119,5143.99830860998,16220.8356071298,3541.15187773024,11129.246237663,5412.31746878087
"ENSG00000155629",10405.5425558403,14989.7214816191,15406.501007811,8129.66213312596,38902.0152755604,28284.5782337634,37960.9943931812,10081.6969066861,48605.8480085888,51457.599658041,68699.7779873703,8729.5488246722,8636.66659900382,12630.9568623959,17350.9672821724,4522.65331984956,21074.7078749234,17431.3471986948,23159.5399826538,5698.54413975235,36043.1558725215,35685.6465926887,46761.5800380883,4565.76360893846,9412.69333817363,18260.1763271664,25829.0214871002,4271.89912057514,33200.3971299483,30636.2410744497,44972.2784473086,4127.16294872303,51388.2790440578,56146.3393975195,83077.6722902219,5176.64746732887,11506.4667017166,18671.9951386609,24471.0220218313,5128.67517480226,22373.1411094861,20674.8863435054,28005.5127737321,7228.09574271975,39959.9430410254,33496.2506111752,57582.1575895615,7722.01056030977
"ENSG00000198763",26049.7464903932,24399.9671808051,29892.4109695729,27665.5119859433,53715.8209611521,69834.5480517667,59900.1747250135,32689.8597169915,42115.6881981788,79354.7363583504,56578.9349972411,33737.3553608763,46916.1978026466,35313.6762146769,23041.3382725622,44744.6428242411,84909.1538005182,80041.4324850625,88963.5699456791,47379.9613384272,58756.692087025,78909.7922501047,59912.2278421099,50996.0876200431,36933.9054086379,28208.6383099125,31214.7136051803,20234.0927283271,37184.0294633179,40599.9864954664,42778.87155802,50984.2255653497,30864.1942548257,38710.4730880178,29011.6495861692,17101.4160077343,20857.758229004,20048.7204806115,19971.0252265219,21388.5510066316,33331.1296656388,32459.1690811509,38325.8068689288,25663.2098773375,27760.2493600254,38729.9207788528,26588.6906135875,31248.2299821394
"ENSG00000204287",31985.5164935041,41704.6760609826,35669.7503253439,37619.5895351912,43604.5722528324,79616.0694725105,60304.945707685,56890.6926221003,60785.4502385305,112861.845357105,75955.282599036,38111.8798277448,23138.7524512099,30018.5055340894,27567.7697421905,32692.7424690887,32604.2228115683,53496.9940904173,41270.5283516682,51305.1444935127,39761.1057707727,45427.3029558154,39842.667243254,29666.6129468588,35912.1875610986,56067.8680447708,46245.0598145491,30861.5762694619,49068.0134384238,96536.4133186018,61630.5000963193,61769.3673353022,46751.5986865199,73168.2359348426,60228.767639103,31786.9338579905,36032.0890955038,41783.6561784564,37882.956740976,37256.9131657871,46968.5641578102,62460.4457199074,51124.5750215441,52366.8912032379,58562.9893456129,81398.8970604066,62897.4097714748,34779.2791063616
"ENSG00000163220",6735.05224778306,4063.6932642386,3790.34446956378,13334.1542732769,7454.98010262738,3345.99785489826,2628.78737097646,9930.72647071412,41738.3533254806,15688.0326953042,16706.1618935733,2831.30750226865,16539.8203434056,12317.2132976921,8646.8621774609,26977.3524604743,19482.2933438377,15860.0191628952,10952.4878988451,37006.745731091,70501.7309477434,26116.5417092322,29950.532152038,13835.3882426122,22060.7058420492,10046.9699424602,10444.6714813497,16625.0421306368,27881.9653150528,19020.38364246,13725.669819461,22034.4000726666,96748.7728916118,24534.7722840409,26552.3323272187,4640.21234141622,25197.2508836801,20149.6410921168,18066.9094879932,31424.744877963,32455.5443829028,30045.6880211149,24363.1373463489,43049.9662209324,62259.5659037063,40372.9390963158,44195.3663591127,19484.6883914393
"ENSG00000132669",304.580855372618,782.821892620197,259.310320334058,829.007661197132,20339.6857374787,24606.5008398765,21011.024159113,3060.89158698105,29475.609513419,56422.931265022,65526.2239371495,832.004653431155,373.91265027277,1175.46975876781,526.8469415469,381.335400493558,14144.2967736807,18955.2908287455,14031.8727164833,1065.09790847364,27120.8029886441,38167.6370792509,44954.3272696993,501.096337319761,147.718243017726,329.201814087147,205.072683807015,517.009329464478,19431.3117263089,23558.1402209863,27774.0004332774,904.180961138329,27236.8455762478,45143.5879156112,55469.7311242099,922.028186582234,206.029324851092,525.628184923118,365.607128485533,373.55432989055,10076.2044395566,13235.9797984837,14160.3392326808,1314.39041000868,20799.4371348488,31021.2519869551,44454.8364305478,571.808835673945
"ENSG00000169248",5.1733478619553,17.0952915585848,6.30541812362451,101.755452998926,20375.7436823524,94967.3356610224,80657.6610158597,553.558265230521,397.800492912398,5892.33557652471,5137.02394053607,66.0837029417975,0,6.83909677828544,6.36032525006318,6.187998385291,1775.2014130586,12604.251929186,8728.48775277305,29.0604124773898,75.1100989545689,475.141755613935,261.722947240951,3.9456404513367,0,2.52584512087325,0,4.38143499546168,7542.71305982354,17609.2046330871,10001.340437805,12.4714615329425,91.6658510831963,847.593895558414,456.173819621391,0.970045435646748,3.38864021136664,10.0920611505239,16.2022426881836,22.0643354193594,5151.23093772473,5475.09073136395,5526.45804883421,100.419427324663,192.013862769598,932.884096821407,677.418869135986,3.45503828201779
"ENSG00000206503",40153.5860990488,39920.3550045553,40739.306496738,39261.4436974032,76810.9346527256,86803.2194949061,83173.7648898287,35002.6995942016,70713.8342449164,89704.5048152479,83109.1134727481,35492.9068464039,35350.8469524632,33537.2208265172,28744.4299134522,31365.4168154438,60040.8436039714,68762.4153876257,68197.3249920114,34284.5284878601,61275.3033084209,61200.758869157,59381.3395889387,35967.1431409016,37519.709617468,36665.1677745961,36683.058592019,23692.9226976016,67646.7609323666,71652.5864436492,66159.1930894359,27197.5851473048,37653.5111372514,42055.3979830984,38147.6927504875,22963.4005753476,33925.7103401183,38099.2128534193,35910.5098050232,38643.3744286501,55578.7443894584,52674.6751883872,55297.7558243031,36703.5635652464,38381.7129689708,42232.995754672,41132.9980309773,56254.9333078137
"ENSG00000154451",100.880283308128,183.774384254787,122.167476145225,1880.08163452721,42298.9741655323,76283.4140990895,73954.4756215086,1820.485842779,14365.5862890648,51118.408550411,36202.5178418052,689.003853622675,92.1363707609937,94.8924677987105,72.0836861673827,327.963914420423,8056.56417916035,10314.5151610656,10686.9622403797,170.98335713441,6104.51271987214,6712.00248456737,6197.00400197058,72.3367416078396,77.4796666808661,80.8270438679441,53.8023390976578,604.638029373712,28643.3893926734,21098.8471401358,17185.6919546769,189.74437903691,5114.14863680646,11883.512095119,8647.19573778179,82.4538620299736,113.858311101919,95.0335758340997,135.957949513888,831.774132901897,21258.9007231371,14053.4268050168,18350.1077034202,386.430780542553,9894.28852865021,13079.4158064552,13970.9873194284,170.160635389376
"ENSG00000164733",25899.7194023965,30564.9566991198,31586.992090297,18983.377599182,37082.5914738107,39676.092419425,39766.8957004848,23389.5368235117,36895.6759423091,9037.40076821405,31835.5474575727,20999.4507839968,44147.6340404594,61301.3890850642,53161.7185484448,24154.8516969834,39813.4613598883,46016.3720989746,49546.3750490708,31304.8224736087,54111.9804839311,24644.8526398701,53035.4884131818,29041.8865420638,44080.861578172,62522.2442769756,65638.8536991426,23098.2993767889,63941.163754613,75890.5646330877,71781.7290591618,29058.505371756,67833.7371186102,16196.4137868662,54167.8135563648,25310.9105296128,38264.5252667521,67603.3536269758,55874.4905782024,18482.2162202304,39650.8407859882,65841.262201936,57761.0245194063,24357.2315659529,27602.9218724657,8782.4374257901,23434.6532182984,24989.4281342642
"ENSG00000157227",895.635848601012,953.062504391104,988.374290878142,377.692299072484,3544.19549820596,3792.22973541416,3278.2001563615,508.675162644262,28800.2440463523,37065.9518243592,31080.4949445737,169.542614924448,3286.49539976593,3872.63855070413,2470.98635964955,539.90285911664,5328.70232192109,8628.54743393828,8418.41080933031,713.669664561015,43804.93658223,48020.5766430346,46086.8061835903,193.993988857388,1653.14092553661,1465.83211848011,1986.78782638887,535.160988731391,7666.15605422567,10817.5586847521,12354.9335370573,579.0321426009,47652.1401246339,53413.1561835811,51847.9874653977,283.738289926674,1508.62262210043,1400.27348463519,1561.05086073977,636.273858604783,4881.58166481134,5197.51959162434,5475.31273922769,916.918750022057,33135.3987184595,40148.2853750405,41014.9158427793,683.233820269019
