"","N1_24h_IFN","N1_24h_mock","N1_24h_RVFV","N1_6h_IFN","N1_6h_mock","N1_6h_RVFV","N2_24h_IFN","N2_24h_mock","N2_24h_RVFV","N2_6h_IFN","N2_6h_mock","N2_6h_RVFV","N3_24h_IFN","N3_24h_mock","N3_24h_RVFV","N3_6h_IFN","N3_6h_mock","N3_6h_RVFV"
"ENSMLUG00000003996",9.72587077817174,2.11798037622904,7.52024433622205,2.60324840128246,3.12881640235747,10.1782115279968,11.4795559756846,4.50667061421831,3.20240758026376,2.54757199434743,7.69862601626111,2.98835972390025,4.93785820183842,3.01097286427253,2.28362140320429,4.04695510513851,2.37231985230498,10.0203503679959
"ENSMLUG00000003997",0,2.11798037622904,0,0,0,0,0,0,0,0,0,0,0,0,0.761207134401429,0,0,0
"ENSMLUG00000003998",0.810489231514312,0,0,0.867749467094155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004001",1.62097846302862,0,1.67116540804934,0.867749467094155,4.17175520314329,1.13091239199964,1.04359599778951,0,0.640481516052751,0,0,0,0.987571640367685,1.00365762142418,3.80603567200714,3.03521632885388,0,0
"ENSMLUG00000004002",0,2.11798037622904,0,0.867749467094155,0,1.13091239199964,0,0,0,0,0,0,0.987571640367685,0,0,0,0,0
"ENSMLUG00000004004",2.43146769454294,3.17697056434356,3.34233081609869,4.33874733547077,1.04293880078582,0,1.04359599778951,2.25333530710916,1.92144454815825,0.849190664782476,2.88698475609792,0,0.987571640367685,0,3.04482853760571,3.03521632885388,1.18615992615249,1.25254379599948
"ENSMLUG00000004005",0,0,0,0,0,0,0,0,0,0,0,0,0.987571640367685,0,0,0,0,0
"ENSMLUG00000004007",4.05244615757156,6.35394112868713,7.52024433622205,9.5452441380357,0,4.52364956799856,2.08719199557902,3.38000296066373,3.20240758026376,0.849190664782476,1.92465650406528,8.96507917170074,3.95028656147074,2.00731524284835,2.28362140320429,4.04695510513851,3.55847977845747,5.01017518399793
"ENSMLUG00000004010",0,0,0,0.867749467094155,1.04293880078582,0,0,1.12666765355458,0,0,0,0,0,1.00365762142418,0,0,0,2.50508759199896
"ENSMLUG00000004013",0,0,0,0,0,0,0,0,1.92144454815825,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004015",4.05244615757156,3.17697056434356,4.17791352012336,1.73549893418831,7.30057160550076,1.13091239199964,7.30517198452657,9.01334122843662,4.48337061236926,0.849190664782476,4.8116412601632,2.98835972390025,9.87571640367685,7.02560334996923,1.52241426880286,5.05869388142313,3.55847977845747,3.75763138799845
"ENSMLUG00000004016",0,0,0,3.47099786837662,1.04293880078582,0,0,0,0.640481516052751,0,0.962328252032639,0,0,0,0,1.01173877628463,0,1.25254379599948
"ENSMLUG00000004017",0,0,0,0,0,0,0,0,0.640481516052751,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004018",2.43146769454294,0,8.35582704024672,0,2.08587760157164,0,5.21797998894755,4.50667061421831,2.56192606421101,0.849190664782476,3.84931300813056,1.9922398159335,2.96271492110305,2.00731524284835,4.56724280640857,1.01173877628463,2.37231985230498,3.75763138799845
"ENSMLUG00000004019",0.810489231514312,0,0,0,0,0,0,0,0,0,0,0.996119907966749,0,0,0,0,0,0
"ENSMLUG00000004020",0,0,0,0,0,0,0,0,0,0,0.962328252032639,0,0,0,0,0,0,1.25254379599948
"ENSMLUG00000004022",4.86293538908587,3.17697056434356,7.52024433622205,7.80974520384739,0,0,1.04359599778951,0,2.56192606421101,4.24595332391238,1.92465650406528,0,3.95028656147074,2.00731524284835,2.28362140320429,4.04695510513851,0,0
"ENSMLUG00000004023",1.62097846302862,0,0,0,0,1.13091239199964,2.08719199557902,1.12666765355458,0.640481516052751,0,0,0,0,0,0.761207134401429,0,0,1.25254379599948
"ENSMLUG00000004024",0.810489231514312,0,1.67116540804934,0,0,0,0,2.25333530710916,1.92144454815825,0,0,0,0.987571640367685,0,0,1.01173877628463,0,2.50508759199896
"ENSMLUG00000004025",4.05244615757156,1.05899018811452,6.68466163219738,1.73549893418831,1.04293880078582,2.26182478399928,2.08719199557902,0,1.2809630321055,6.79352531825981,2.88698475609792,1.9922398159335,5.92542984220611,3.01097286427253,2.28362140320429,6.07043265770776,0,2.50508759199896
"ENSMLUG00000004027",0,2.11798037622904,0.835582704024672,1.73549893418831,0,1.13091239199964,3.13078799336853,2.25333530710916,2.56192606421101,0,0.962328252032639,0,2.96271492110305,1.00365762142418,1.52241426880286,2.02347755256925,0,0
"ENSMLUG00000004028",20.2622307878578,23.2977841385195,28.4098119368389,26.9002334799188,19.8158372149306,22.6182478399928,25.0463039469482,12.3933441891004,19.2144454815825,23.7773386139093,28.8698475609792,16.9340384354347,21.7265760880891,14.0512066999385,18.2689712256343,33.3873796173927,21.3508786707448,25.0508759199896
"ENSMLUG00000004029",0,0,0,0,0,0,0,0,0.640481516052751,0,0,0,0,0,0,0,1.18615992615249,0
"ENSMLUG00000004030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761207134401429,0,0,0
"ENSMLUG00000004031",0,0,0,0,0,1.13091239199964,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004034",0,0,0,0,0,0,0,0,0,0.849190664782476,0,0,0,0,0,1.01173877628463,0,0
"ENSMLUG00000004035",0,0,0.835582704024672,0,0,1.13091239199964,0,0,0,0.849190664782476,0,0,1.97514328073537,0,0,0,0,0
"ENSMLUG00000004036",0.810489231514312,3.17697056434356,0,0,1.04293880078582,0,0,2.25333530710916,1.2809630321055,1.69838132956495,0.962328252032639,0.996119907966749,0,0,0,1.01173877628463,0,0
"ENSMLUG00000004037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18615992615249,1.25254379599948
"ENSMLUG00000004038",0,0,3.34233081609869,0,0,0,0,0,0,0,0,0,1.97514328073537,0,0,0,0,0
"ENSMLUG00000004040",0,0,1.67116540804934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004041",3.24195692605725,0,0.835582704024672,1.73549893418831,1.04293880078582,0,4.17438399115804,0,7.68577819263302,1.69838132956495,2.88698475609792,0,3.95028656147074,0,0.761207134401429,3.03521632885388,1.18615992615249,0
"ENSMLUG00000004042",0,0,0,0,0,0,1.04359599778951,0,0,0,0,0,0,0,0.761207134401429,0,0,0
"ENSMLUG00000004044",0,0,5.01349622414804,0,2.08587760157164,0,3.13078799336853,0,0.640481516052751,0,0.962328252032639,0.996119907966749,0.987571640367685,2.00731524284835,0.761207134401429,1.01173877628463,0,1.25254379599948
"ENSMLUG00000004045",0,0,0,0,0,1.13091239199964,0,0,0,0,0,0,1.97514328073537,0,0,0,0,0
"ENSMLUG00000004047",1.62097846302862,3.17697056434356,1.67116540804934,0,2.08587760157164,1.13091239199964,3.13078799336853,4.50667061421831,4.48337061236926,1.69838132956495,0.962328252032639,0,3.95028656147074,1.00365762142418,0.761207134401429,0,2.37231985230498,0
"ENSMLUG00000004048",0.810489231514312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03521632885388,1.18615992615249,0
"ENSMLUG00000004052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761207134401429,0,0,0
"ENSMLUG00000004053",0,0,0,1.73549893418831,0,0,0,0,3.84288909631651,0,0,1.9922398159335,0,0,1.52241426880286,0,0,0
"ENSMLUG00000004054",1.62097846302862,0,0,2.60324840128246,1.04293880078582,2.26182478399928,2.08719199557902,1.12666765355458,2.56192606421101,1.69838132956495,0,1.9922398159335,0.987571640367685,0,1.52241426880286,2.02347755256925,0,3.75763138799845
"ENSMLUG00000004055",0,0,0,0,0,0,2.08719199557902,0,0.640481516052751,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004058",0.810489231514312,0,0.835582704024672,0,0,0,1.04359599778951,0,1.2809630321055,0,0,0,0.987571640367685,0,0,2.02347755256925,1.18615992615249,0
"ENSMLUG00000004060",1.62097846302862,0,0.835582704024672,0,0,0,0,0,0.640481516052751,0,0,0,0.987571640367685,0,0,0,0,0
"ENSMLUG00000004061",4.05244615757156,4.23596075245808,5.84907892817271,1.73549893418831,0,0,3.13078799336853,0,2.56192606421101,0,0,0,1.97514328073537,1.00365762142418,2.28362140320429,2.02347755256925,0,1.25254379599948
"ENSMLUG00000004062",0,0,0,0,0,0,0,0,1.2809630321055,0,0,0,0,0,0,0,1.18615992615249,0
"ENSMLUG00000004063",0,0,0,0,0,1.13091239199964,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004064",0.810489231514312,0,0,0,0,2.26182478399928,0,1.12666765355458,1.2809630321055,0,0.962328252032639,0,0,0,0,0,0,0
"ENSMLUG00000004065",0,0,1.67116540804934,0.867749467094155,0,1.13091239199964,1.04359599778951,1.12666765355458,0,0.849190664782476,0,0,0,0,1.52241426880286,0,0,0
"ENSMLUG00000004067",0,0,0,0,0,0,0,0,0,0,0,0.996119907966749,0,0,0,0,0,0
"ENSMLUG00000004068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18615992615249,0
"ENSMLUG00000004069",3.24195692605725,1.05899018811452,1.67116540804934,1.73549893418831,1.04293880078582,2.26182478399928,1.04359599778951,3.38000296066373,1.92144454815825,6.79352531825981,1.92465650406528,0.996119907966749,2.96271492110305,2.00731524284835,3.04482853760571,1.01173877628463,0,0
"ENSMLUG00000004070",0,0,0,0,0,0,0,1.12666765355458,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004071",1.62097846302862,2.11798037622904,1.67116540804934,0.867749467094155,1.04293880078582,1.13091239199964,0,1.12666765355458,0,0,2.88698475609792,0,1.97514328073537,1.00365762142418,0.761207134401429,1.01173877628463,1.18615992615249,2.50508759199896
"ENSMLUG00000004072",2.43146769454294,0,0.835582704024672,2.60324840128246,4.17175520314329,0,1.04359599778951,0,0,0.849190664782476,0,1.9922398159335,1.97514328073537,5.01828810712088,2.28362140320429,0,1.18615992615249,2.50508759199896
"ENSMLUG00000004074",0.810489231514312,4.23596075245808,0.835582704024672,0.867749467094155,3.12881640235747,4.52364956799856,1.04359599778951,0,0.640481516052751,1.69838132956495,1.92465650406528,0,0.987571640367685,8.02926097139341,0,0,0,1.25254379599948
"ENSMLUG00000004075",2.43146769454294,0,0,0,3.12881640235747,0,0,0,3.84288909631651,1.69838132956495,1.92465650406528,0,2.96271492110305,0,3.80603567200714,0,1.18615992615249,5.01017518399793
"ENSMLUG00000004076",2.43146769454294,2.11798037622904,1.67116540804934,2.60324840128246,3.12881640235747,0,2.08719199557902,2.25333530710916,3.20240758026376,2.54757199434743,0.962328252032639,1.9922398159335,1.97514328073537,4.0146304856967,3.04482853760571,3.03521632885388,4.74463970460996,0
"ENSMLUG00000004077",2.43146769454294,1.05899018811452,2.50674811207402,0.867749467094155,1.04293880078582,0,1.04359599778951,0,2.56192606421101,2.54757199434743,3.84931300813056,8.96507917170074,0,6.02194572854505,0.761207134401429,2.02347755256925,1.18615992615249,0
"ENSMLUG00000004078",62.407670826602,59.3034505344132,35.9300562730609,58.1392142953084,58.404572844006,55.4147072079824,53.223395887265,37.1800325673011,34.5860018668486,38.2135799152114,43.3047713414688,46.8176356744372,51.3537252991196,45.1645929640879,43.3888066608814,38.4460734988158,64.0526360122345,60.1221022079751
"ENSMLUG00000004079",6.4839138521145,6.35394112868713,7.52024433622205,16.4872398747889,8.34351040628658,4.52364956799856,4.17438399115804,5.63333826777289,3.84288909631651,6.79352531825981,6.73629776422847,13.9456787115345,13.8260029651476,7.02560334996923,8.37327847841572,13.1526040917001,10.6754393353724,1.25254379599948
"ENSMLUG00000004081",0,0,0,0,0,1.13091239199964,0,0,1.2809630321055,0,0.962328252032639,0,0,0,0.761207134401429,0,0,0
"ENSMLUG00000004083",0,0,0.835582704024672,0,0,0,0,0,0,0.849190664782476,0,0,0,0,0,0,0,1.25254379599948
"ENSMLUG00000004084",8.10489231514312,1.05899018811452,7.52024433622205,5.20649680256493,2.08587760157164,1.13091239199964,7.30517198452657,1.12666765355458,3.20240758026376,1.69838132956495,1.92465650406528,1.9922398159335,9.87571640367685,0,3.04482853760571,5.05869388142313,2.37231985230498,0
"ENSMLUG00000004086",2.43146769454294,1.05899018811452,3.34233081609869,0,0,0,2.08719199557902,0,1.2809630321055,0.849190664782476,3.84931300813056,0.996119907966749,2.96271492110305,3.01097286427253,5.32844994081,1.01173877628463,3.55847977845747,1.25254379599948
"ENSMLUG00000004087",0,1.05899018811452,0,0.867749467094155,0,1.13091239199964,3.13078799336853,0,0.640481516052751,0.849190664782476,0.962328252032639,1.9922398159335,2.96271492110305,0,0.761207134401429,1.01173877628463,1.18615992615249,0
"ENSMLUG00000004088",0.810489231514312,0,1.67116540804934,0.867749467094155,0,0,3.13078799336853,0,0.640481516052751,2.54757199434743,0,0.996119907966749,3.95028656147074,2.00731524284835,1.52241426880286,0,1.18615992615249,3.75763138799845
"ENSMLUG00000004089",0.810489231514312,0,0,0,0,0,0,0,0,0,0,0.996119907966749,0,0,0,0,0,0
"ENSMLUG00000004090",0,3.17697056434356,3.34233081609869,3.47099786837662,1.04293880078582,0,1.04359599778951,0,1.2809630321055,2.54757199434743,1.92465650406528,0,0.987571640367685,1.00365762142418,0.761207134401429,0,1.18615992615249,0
"ENSMLUG00000004091",0,0,0.835582704024672,0,0,0,2.08719199557902,0,0.640481516052751,0,0,0,0.987571640367685,0,0.761207134401429,0,0,0
"ENSMLUG00000004093",4.05244615757156,0,0,0,1.04293880078582,0,0,2.25333530710916,0.640481516052751,0.849190664782476,0,0.996119907966749,0,2.00731524284835,0,0,1.18615992615249,0
"ENSMLUG00000004096",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18615992615249,0
"ENSMLUG00000004097",0,0,0,0,1.04293880078582,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004098",0,0,0.835582704024672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004099",0,0,0,0,0,0,0,0,0,0,0,1.9922398159335,0,0,0,0,2.37231985230498,0
"ENSMLUG00000004101",1.62097846302862,0,1.67116540804934,0.867749467094155,2.08587760157164,0,0,1.12666765355458,0,0.849190664782476,0,0,0,0,0,0,0,0
"ENSMLUG00000004102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50508759199896
"ENSMLUG00000004103",0,1.05899018811452,0.835582704024672,0.867749467094155,0,0,1.04359599778951,0,0,0,0.962328252032639,0.996119907966749,0,0,0,1.01173877628463,0,1.25254379599948
"ENSMLUG00000004105",4.86293538908587,7.41293131680165,3.34233081609869,4.33874733547077,2.08587760157164,3.39273717599892,1.04359599778951,3.38000296066373,6.40481516052751,4.24595332391238,3.84931300813056,1.9922398159335,6.91300148257379,2.00731524284835,4.56724280640857,11.1291265391309,2.37231985230498,3.75763138799845
"ENSMLUG00000004106",0.810489231514312,2.11798037622904,1.67116540804934,0,3.12881640235747,0,1.04359599778951,0,1.92144454815825,2.54757199434743,0.962328252032639,1.9922398159335,3.95028656147074,0,1.52241426880286,0,2.37231985230498,1.25254379599948
"ENSMLUG00000004109",0,1.05899018811452,0.835582704024672,2.60324840128246,0,0,0,3.38000296066373,0,0.849190664782476,0.962328252032639,2.98835972390025,0,0,1.52241426880286,5.05869388142313,3.55847977845747,5.01017518399793
"ENSMLUG00000004110",0,0,0,0,1.04293880078582,0,0,0,0,0.849190664782476,0,0,0,0,0,0,0,0
"ENSMLUG00000004112",0,2.11798037622904,0.835582704024672,0,0,1.13091239199964,0,1.12666765355458,0,0.849190664782476,1.92465650406528,1.9922398159335,0,2.00731524284835,0,0,0,0
"ENSMLUG00000004113",2.43146769454294,0,3.34233081609869,1.73549893418831,3.12881640235747,1.13091239199964,0,3.38000296066373,5.76433364447476,4.24595332391238,1.92465650406528,0.996119907966749,0.987571640367685,2.00731524284835,4.56724280640857,3.03521632885388,1.18615992615249,3.75763138799845
"ENSMLUG00000004114",1.62097846302862,15.8848528217178,15.0404886724441,3.47099786837662,3.12881640235747,1.13091239199964,3.13078799336853,1.12666765355458,7.68577819263302,3.39676265912991,4.8116412601632,2.98835972390025,1.97514328073537,4.0146304856967,0,4.04695510513851,1.18615992615249,2.50508759199896
"ENSMLUG00000004115",3.24195692605725,2.11798037622904,3.34233081609869,0,0,1.13091239199964,0,1.12666765355458,0.640481516052751,1.69838132956495,3.84931300813056,3.984479631867,0.987571640367685,5.01828810712088,0.761207134401429,1.01173877628463,1.18615992615249,5.01017518399793
"ENSMLUG00000004119",0.810489231514312,0,0,0,0,0,1.04359599778951,0,0.640481516052751,0.849190664782476,0,0,0.987571640367685,0,0,2.02347755256925,0,0
"ENSMLUG00000004120",0,0,0,0,1.04293880078582,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004122",0.810489231514312,0,1.67116540804934,0,0,0,4.17438399115804,0,0.640481516052751,0,0,0,3.95028656147074,0,2.28362140320429,2.02347755256925,0,5.01017518399793
"ENSMLUG00000004125",0,1.05899018811452,0,1.73549893418831,2.08587760157164,1.13091239199964,0,1.12666765355458,0,0,0,0.996119907966749,0,0,0,0,0,0
"ENSMLUG00000004126",0.810489231514312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004128",3.24195692605725,0,5.01349622414804,0,2.08587760157164,0,4.17438399115804,1.12666765355458,1.2809630321055,2.54757199434743,0,0.996119907966749,1.97514328073537,0,2.28362140320429,5.05869388142313,2.37231985230498,0
"ENSMLUG00000004132",0.810489231514312,3.17697056434356,1.67116540804934,1.73549893418831,0,0,3.13078799336853,2.25333530710916,5.76433364447476,1.69838132956495,0.962328252032639,3.984479631867,2.96271492110305,1.00365762142418,5.32844994081,5.05869388142313,1.18615992615249,2.50508759199896
"ENSMLUG00000004134",0,0,0,0,2.08587760157164,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004135",0.810489231514312,0,6.68466163219738,2.60324840128246,2.08587760157164,2.26182478399928,4.17438399115804,0,7.04529667658027,0,3.84931300813056,0,1.97514328073537,1.00365762142418,2.28362140320429,0,3.55847977845747,8.76780657199637
"ENSMLUG00000004136",1.62097846302862,0,1.67116540804934,0,1.04293880078582,2.26182478399928,2.08719199557902,0,1.2809630321055,0,0.962328252032639,0,0.987571640367685,0,0,1.01173877628463,1.18615992615249,0
"ENSMLUG00000004137",1.62097846302862,0,1.67116540804934,2.60324840128246,0,0,3.13078799336853,0,3.20240758026376,4.24595332391238,1.92465650406528,0,0.987571640367685,4.0146304856967,6.08965707521143,3.03521632885388,5.93079963076245,0
"ENSMLUG00000004142",4.86293538908587,0,0,0,2.08587760157164,2.26182478399928,1.04359599778951,3.38000296066373,0.640481516052751,1.69838132956495,2.88698475609792,0,2.96271492110305,0,1.52241426880286,2.02347755256925,0,2.50508759199896
"ENSMLUG00000004145",1.62097846302862,0,3.34233081609869,0.867749467094155,1.04293880078582,0,2.08719199557902,1.12666765355458,0,1.69838132956495,0,0.996119907966749,1.97514328073537,3.01097286427253,2.28362140320429,5.05869388142313,4.74463970460996,1.25254379599948
"ENSMLUG00000004146",0,2.11798037622904,0,0,0,0,1.04359599778951,1.12666765355458,1.2809630321055,0,1.92465650406528,0,0.987571640367685,1.00365762142418,0,0,0,0
"ENSMLUG00000004147",7.29440308362881,1.05899018811452,8.35582704024672,10.4129936051299,3.12881640235747,4.52364956799856,7.30517198452657,5.63333826777289,17.2930009334243,13.5870506365196,2.88698475609792,5.97671944780049,13.8260029651476,1.00365762142418,15.98534982243,14.1643428679848,0,1.25254379599948
"ENSMLUG00000004153",1.62097846302862,0,0,0,0,0,1.04359599778951,1.12666765355458,0.640481516052751,0.849190664782476,0.962328252032639,0,0,0,0.761207134401429,1.01173877628463,0,0
"ENSMLUG00000004157",0,0,0,0,0,2.26182478399928,1.04359599778951,0,3.20240758026376,0.849190664782476,0,0.996119907966749,0,0,1.52241426880286,0,0,0
"ENSMLUG00000004161",3.24195692605725,1.05899018811452,3.34233081609869,0.867749467094155,0,4.52364956799856,2.08719199557902,2.25333530710916,1.92144454815825,0.849190664782476,1.92465650406528,0,0,0,4.56724280640857,4.04695510513851,5.93079963076245,1.25254379599948
"ENSMLUG00000004162",1.62097846302862,2.11798037622904,12.5337405603701,3.47099786837662,1.04293880078582,2.26182478399928,1.04359599778951,1.12666765355458,1.2809630321055,4.24595332391238,0,0,2.96271492110305,1.00365762142418,3.80603567200714,3.03521632885388,2.37231985230498,0
"ENSMLUG00000004164",0.810489231514312,0,0.835582704024672,0,2.08587760157164,1.13091239199964,0,0,0.640481516052751,0,0,0,0,0,0.761207134401429,0,0,0
"ENSMLUG00000004168",1.62097846302862,0,0.835582704024672,1.73549893418831,1.04293880078582,0,0,0,1.2809630321055,0.849190664782476,0,0,1.97514328073537,0,0.761207134401429,0,0,0
"ENSMLUG00000004172",0.810489231514312,0,0,0.867749467094155,2.08587760157164,0,1.04359599778951,1.12666765355458,0,0,0,1.9922398159335,0,0,0,0,0,0
"ENSMLUG00000004174",0,0,0.835582704024672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004179",0,1.05899018811452,0,0,0,0,1.04359599778951,0,0,0,0,0.996119907966749,0,0,0,1.01173877628463,2.37231985230498,5.01017518399793
"ENSMLUG00000004180",2.43146769454294,1.05899018811452,4.17791352012336,0,2.08587760157164,0,0,1.12666765355458,1.92144454815825,0,1.92465650406528,2.98835972390025,1.97514328073537,3.01097286427253,0,1.01173877628463,0,0
"ENSMLUG00000004182",1.62097846302862,0,0,0,3.12881640235747,0,3.13078799336853,1.12666765355458,0.640481516052751,1.69838132956495,1.92465650406528,0,2.96271492110305,0,3.80603567200714,0,3.55847977845747,1.25254379599948
"ENSMLUG00000004185",4.05244615757156,0,3.34233081609869,0.867749467094155,0,0,4.17438399115804,0,2.56192606421101,5.09514398869486,0,0,1.97514328073537,0,2.28362140320429,2.02347755256925,0,0
"ENSMLUG00000004188",0,0,0,0,0,0,0,0,0,0,0,0.996119907966749,0,0,0,0,0,1.25254379599948
"ENSMLUG00000004189",2.43146769454294,1.05899018811452,0,0,1.04293880078582,1.13091239199964,3.13078799336853,0,0.640481516052751,3.39676265912991,0.962328252032639,0.996119907966749,0.987571640367685,2.00731524284835,2.28362140320429,1.01173877628463,0,0
"ENSMLUG00000004191",1.62097846302862,4.23596075245808,1.67116540804934,2.60324840128246,1.04293880078582,3.39273717599892,3.13078799336853,3.38000296066373,1.2809630321055,3.39676265912991,0.962328252032639,0.996119907966749,0,2.00731524284835,1.52241426880286,2.02347755256925,0,0
"ENSMLUG00000004192",3.24195692605725,0,5.01349622414804,7.80974520384739,0,2.26182478399928,1.04359599778951,3.38000296066373,4.48337061236926,5.94433465347733,0,3.984479631867,2.96271492110305,1.00365762142418,3.04482853760571,1.01173877628463,1.18615992615249,1.25254379599948
"ENSMLUG00000004193",0.810489231514312,2.11798037622904,0,0.867749467094155,0,0,1.04359599778951,1.12666765355458,0,0.849190664782476,0,0.996119907966749,1.97514328073537,1.00365762142418,0.761207134401429,0,0,0
"ENSMLUG00000004194",0,0,0.835582704024672,0,0,0,0,0,0.640481516052751,0.849190664782476,0,0,0.987571640367685,0,0.761207134401429,0,3.55847977845747,0
"ENSMLUG00000004197",0,0,0.835582704024672,0,0,0,0,0,0,0,0.962328252032639,0,0,0,0.761207134401429,0,0,1.25254379599948
"ENSMLUG00000004198",0,0,0.835582704024672,0,0,0,0,0,1.2809630321055,0,0,0,0,0,1.52241426880286,0,0,0
"ENSMLUG00000004199",0,1.05899018811452,0,0,0,0,0,0,0,0.849190664782476,0,0,0,0,0,0,0,0
"ENSMLUG00000004200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761207134401429,0,0,0
"ENSMLUG00000004202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761207134401429,0,0,0
"ENSMLUG00000004206",2.43146769454294,1.05899018811452,0.835582704024672,2.60324840128246,1.04293880078582,1.13091239199964,0,0,0,4.24595332391238,0,0,0.987571640367685,0,4.56724280640857,1.01173877628463,1.18615992615249,1.25254379599948
"ENSMLUG00000004207",0,1.05899018811452,1.67116540804934,0,0,0,0,0,0.640481516052751,0,0.962328252032639,0.996119907966749,0,0,0,0,0,1.25254379599948
"ENSMLUG00000004209",0,0,0,0,0,0,0,0,0,0,0,0,0.987571640367685,0,0,1.01173877628463,0,3.75763138799845
"ENSMLUG00000004210",0,0,0,0.867749467094155,0,1.13091239199964,0,0,0.640481516052751,0,0,0,0,1.00365762142418,0,0,0,0
"ENSMLUG00000004211",1.62097846302862,2.11798037622904,1.67116540804934,2.60324840128246,0,1.13091239199964,0,3.38000296066373,1.2809630321055,0.849190664782476,1.92465650406528,0.996119907966749,0.987571640367685,1.00365762142418,0,1.01173877628463,0,2.50508759199896
"ENSMLUG00000004212",0,1.05899018811452,0,0,0,0,0,0,1.2809630321055,0,0.962328252032639,0,0,1.00365762142418,0,0,0,0
"ENSMLUG00000004213",0,0,0.835582704024672,0,2.08587760157164,0,1.04359599778951,0,0,0,0,0,0.987571640367685,1.00365762142418,0,0,0,0
"ENSMLUG00000004214",0,0,0,0,0,0,0,0,1.2809630321055,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004215",0,0,0,0.867749467094155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004217",0,0,0,0,0,0,0,1.12666765355458,0,0.849190664782476,0,0,0.987571640367685,0,0,0,0,0
"ENSMLUG00000004219",0.810489231514312,0,0,0,0,0,0,0,0,0,0,0,1.97514328073537,2.00731524284835,0,0,0,0
"ENSMLUG00000004221",0,0,0,0,0,0,0,0,0.640481516052751,0,0,1.9922398159335,0,0,0,0,0,0
"ENSMLUG00000004222",0.810489231514312,0,0,0,1.04293880078582,4.52364956799856,0,0,1.2809630321055,0,1.92465650406528,3.984479631867,0,4.0146304856967,0,1.01173877628463,1.18615992615249,1.25254379599948
"ENSMLUG00000004224",17.0202738618006,33.8876860196647,48.463796833431,50.329469091461,41.7175520314329,79.1638674399748,33.3950719292643,38.3067002208557,17.933482449477,28.0232919378217,41.3801148374035,46.8176356744372,16.7887178862506,8.02926097139341,6.85086420961286,17.1995591968386,34.3986378584222,8.76780657199637
"ENSMLUG00000004225",0,1.05899018811452,1.67116540804934,0,1.04293880078582,0,1.04359599778951,0,1.92144454815825,0,0,0.996119907966749,0,0,0,2.02347755256925,0,1.25254379599948
"ENSMLUG00000004227",0,0,0,0,0,0,0,0,0,0.849190664782476,0.962328252032639,0,0,0,0.761207134401429,0,0,1.25254379599948
"ENSMLUG00000004228",2.43146769454294,4.23596075245808,1.67116540804934,6.07424626965908,8.34351040628658,7.91638674399748,2.08719199557902,3.38000296066373,4.48337061236926,4.24595332391238,3.84931300813056,2.98835972390025,2.96271492110305,1.00365762142418,4.56724280640857,9.10564898656164,4.74463970460996,2.50508759199896
"ENSMLUG00000004230",0,2.11798037622904,1.67116540804934,0,1.04293880078582,0,2.08719199557902,2.25333530710916,1.92144454815825,0.849190664782476,0.962328252032639,3.984479631867,1.97514328073537,1.00365762142418,3.04482853760571,4.04695510513851,0,0
"ENSMLUG00000004233",1.62097846302862,0,3.34233081609869,1.73549893418831,0,0,3.13078799336853,1.12666765355458,1.2809630321055,3.39676265912991,0,0,0.987571640367685,1.00365762142418,2.28362140320429,4.04695510513851,0,0
"ENSMLUG00000004234",0,0,1.67116540804934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMLUG00000004236",0,0,0,0,0,2.26182478399928,2.08719199557902,2.25333530710916,0,0,0.962328252032639,0,0,0,0,0,0,2.50508759199896
